,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,APPROVAL_STATUS,AGE,EMPLOYEE_FROM_YEARS
33168,1,0,0,0,270000.0,4,1,2,2,0,0,0,2.0,1.0,44,22
33264,0,0,0,1,112500.0,1,2,2,2,1,1,0,3.0,1.0,44,2
33265,0,0,0,1,112500.0,1,2,2,2,1,1,0,3.0,1.0,44,2
33340,1,1,0,0,67500.0,2,1,4,2,0,1,0,1.0,1.0,51,1
33341,1,1,0,0,67500.0,2,1,4,2,0,1,0,1.0,1.0,51,1
33868,1,1,1,0,135000.0,1,2,2,2,1,0,0,2.0,1.0,57,35
34470,0,0,0,0,225000.0,1,2,3,2,0,0,1,1.0,1.0,27,0
34523,1,1,0,1,108000.0,1,2,2,2,1,1,0,3.0,1.0,34,3
34553,1,1,0,0,135000.0,1,2,2,2,0,0,0,2.0,1.0,55,4
35095,0,0,1,0,108000.0,1,2,2,6,0,0,0,2.0,1.0,47,2
35269,0,0,1,1,450000.0,1,1,2,2,0,1,1,3.0,1.0,26,1
35272,0,0,1,1,450000.0,1,1,2,2,0,1,1,3.0,1.0,26,1
35682,0,1,0,0,171000.0,1,3,3,2,0,0,0,1.0,1.0,27,0
36105,0,0,0,0,180000.0,3,1,2,2,0,0,0,2.0,1.0,51,-1001
36108,1,0,1,0,315000.0,2,1,2,2,1,1,0,2.0,1.0,37,1
36109,1,0,1,0,315000.0,2,1,2,2,1,1,0,2.0,1.0,37,1
36110,1,0,1,0,315000.0,2,1,2,2,1,1,0,2.0,1.0,37,1
36111,1,0,1,0,315000.0,3,1,2,2,1,1,0,2.0,1.0,37,1
36112,1,0,1,0,315000.0,2,1,2,2,1,1,0,2.0,1.0,37,1
36113,1,1,1,0,180000.0,3,2,2,2,0,0,0,2.0,1.0,60,-1001
36120,0,0,0,1,450000.0,3,2,2,2,0,1,1,3.0,1.0,49,1
36121,0,0,0,1,450000.0,2,2,3,2,0,1,1,1.0,1.0,49,1
36123,0,1,1,1,472500.0,3,1,2,4,0,0,1,3.0,1.0,24,2
36124,0,1,0,0,270000.0,1,2,2,2,0,0,0,2.0,1.0,46,0
36125,0,1,0,0,270000.0,1,2,3,2,0,0,0,2.0,1.0,46,0
36129,0,1,0,0,90000.0,3,2,2,2,0,0,1,2.0,1.0,51,4
36131,0,1,1,0,202500.0,1,1,3,2,0,0,0,1.0,1.0,35,11
36141,0,1,0,0,157500.0,2,1,1,2,0,0,0,2.0,1.0,48,2
36142,1,1,0,2,112500.0,2,2,2,2,0,0,0,4.0,1.0,33,2
36146,1,1,0,0,180000.0,1,1,2,2,0,0,0,2.0,1.0,43,2
36156,0,1,0,0,292500.0,1,2,2,2,0,0,0,2.0,1.0,30,9
36158,0,1,1,0,540000.0,2,1,2,2,0,0,0,2.0,1.0,54,1
36161,1,1,0,0,90000.0,1,4,3,1,0,0,0,2.0,1.0,32,13
36162,1,1,0,0,112500.0,3,2,2,2,0,1,1,2.0,1.0,59,-1001
36168,1,1,1,0,135000.0,1,1,3,2,0,0,0,1.0,1.0,29,6
36172,0,1,0,0,180000.0,1,2,2,2,0,0,0,2.0,1.0,35,9
36176,0,0,1,0,112500.0,4,2,3,2,0,0,0,2.0,1.0,55,4
36177,0,0,0,0,292500.0,1,1,2,2,0,0,0,2.0,1.0,57,2
36178,1,0,0,0,76500.0,3,2,2,2,0,0,0,2.0,1.0,65,-1001
36179,0,0,0,0,215100.0,2,2,2,2,0,1,0,2.0,1.0,52,3
36181,1,1,0,1,180000.0,1,3,2,3,1,1,0,3.0,1.0,29,0
36189,1,1,0,0,225000.0,3,2,3,2,0,0,0,1.0,1.0,63,-1001
36190,1,1,0,0,225000.0,3,2,3,2,0,0,0,1.0,1.0,63,-1001
36194,1,1,0,1,157500.0,2,2,3,2,0,1,0,3.0,1.0,42,6
36195,1,1,0,1,157500.0,3,2,3,2,0,1,0,3.0,1.0,42,6
36198,1,1,0,1,67500.0,2,2,2,2,0,0,0,3.0,1.0,51,11
36201,0,0,1,1,180000.0,2,2,2,2,0,0,0,3.0,1.0,30,3
36202,0,0,1,1,180000.0,2,2,2,2,0,0,0,3.0,1.0,30,3
36209,0,1,1,0,157500.0,1,2,2,2,1,0,0,2.0,1.0,50,19
36210,0,1,1,0,157500.0,1,2,2,2,1,0,0,2.0,1.0,50,19
36211,0,1,1,0,171000.0,2,3,3,2,1,1,0,1.0,1.0,31,0
36217,0,0,1,1,135000.0,1,2,2,2,0,0,0,3.0,1.0,26,2
36218,0,0,1,1,135000.0,1,2,2,2,0,0,0,3.0,1.0,26,2
36220,1,1,0,0,103500.0,1,2,2,2,0,0,1,2.0,1.0,28,1
36221,1,1,0,0,103500.0,1,2,2,2,0,0,1,2.0,1.0,28,1
36223,0,0,0,0,225000.0,1,2,2,2,0,0,0,2.0,1.0,49,9
36224,0,0,0,0,225000.0,1,2,2,2,0,0,0,2.0,1.0,49,9
36225,0,0,0,0,225000.0,1,2,2,2,0,0,0,2.0,1.0,49,9
36232,0,1,1,1,157500.0,1,2,2,2,0,0,0,3.0,1.0,44,3
36233,0,1,1,1,157500.0,1,2,2,2,0,0,0,1.0,1.0,44,3
36237,1,1,1,2,180000.0,1,2,3,2,0,0,0,4.0,1.0,45,22
36242,1,1,0,0,99000.0,3,1,4,2,0,0,0,1.0,1.0,67,-1001
36243,0,1,0,0,99000.0,3,1,4,2,0,0,0,1.0,1.0,67,-1001
36244,1,1,0,0,99000.0,3,1,4,2,0,0,0,1.0,1.0,67,-1001
36246,0,1,1,0,391500.0,1,2,3,3,0,0,0,1.0,1.0,25,1
36247,0,1,1,0,391500.0,1,2,3,3,0,0,0,1.0,1.0,25,1
36248,0,1,1,0,391500.0,1,2,3,3,0,0,0,1.0,1.0,25,1
36251,1,1,0,1,67500.0,2,1,2,2,0,0,1,3.0,1.0,24,4
36252,0,1,1,1,180000.0,1,2,3,2,0,0,0,2.0,1.0,35,0
36257,1,0,0,1,270000.0,1,1,4,2,0,1,0,2.0,1.0,38,0
36258,1,0,1,0,135000.0,2,2,2,2,0,0,0,2.0,1.0,37,7
36259,1,0,0,0,360000.0,4,1,4,2,0,0,0,1.0,1.0,52,5
36264,1,0,0,0,256500.0,2,1,3,2,1,0,0,2.0,1.0,30,4
36266,0,1,0,0,157500.0,1,2,2,2,0,0,0,2.0,1.0,42,3
36268,1,1,1,2,225000.0,2,2,2,2,0,0,0,4.0,1.0,39,13
36271,0,0,1,0,202500.0,1,2,2,4,0,0,0,2.0,1.0,37,3
36272,0,0,1,0,202500.0,1,2,2,4,0,0,0,2.0,1.0,37,3
36273,0,0,1,0,202500.0,1,2,2,4,0,0,0,2.0,1.0,37,3
36275,1,0,1,0,225000.0,1,1,2,2,1,1,0,2.0,1.0,55,6
36282,0,1,0,1,126000.0,2,2,1,2,0,0,0,3.0,1.0,34,5
36283,1,1,0,1,675000.0,2,2,3,2,0,0,0,2.0,1.0,42,2
36284,0,0,0,0,135000.0,1,2,2,2,0,0,0,2.0,1.0,29,0
36295,0,0,0,2,247500.0,1,2,2,2,0,0,0,4.0,1.0,47,1
36297,1,1,1,0,103500.0,3,2,2,2,0,0,0,2.0,1.0,60,-1001
36301,0,1,1,1,85500.0,4,2,2,3,0,0,0,3.0,1.0,41,18
36302,0,1,0,0,157500.0,1,2,2,2,0,0,0,2.0,1.0,48,3
36315,1,1,1,0,135000.0,1,2,5,5,0,0,0,1.0,1.0,54,1
36317,1,1,0,0,180000.0,1,4,5,2,1,1,0,1.0,1.0,46,6
36318,1,1,0,0,121500.0,1,2,2,2,0,0,0,2.0,1.0,51,22
36319,0,0,1,1,405000.0,2,2,2,2,0,1,0,3.0,1.0,40,3
36323,0,0,1,0,180000.0,1,2,3,2,0,0,0,1.0,1.0,44,1
36325,0,1,0,0,225000.0,3,2,5,2,0,0,0,1.0,1.0,62,-1001
36326,0,0,1,0,225000.0,2,1,3,3,0,1,1,1.0,1.0,31,1
36344,1,1,0,0,135000.0,2,2,2,2,0,0,0,2.0,1.0,54,19
36349,0,1,1,0,225000.0,1,2,5,3,0,0,0,1.0,1.0,53,0
36354,1,0,1,0,135000.0,3,2,2,2,0,1,0,2.0,1.0,63,-1001
36363,1,1,0,0,202500.0,1,2,2,2,0,0,0,2.0,1.0,39,9
36364,1,1,0,0,202500.0,1,2,3,2,0,0,0,2.0,1.0,39,9
36366,1,1,0,4,180000.0,2,2,2,2,0,0,0,6.0,1.0,47,20
36374,0,0,0,0,211500.0,3,2,2,2,0,0,0,2.0,1.0,41,20
36385,1,1,1,0,81000.0,3,2,5,2,0,1,0,1.0,1.0,65,-1001
36386,1,1,1,0,112500.0,3,2,2,3,0,0,0,2.0,1.0,58,-1001
36387,1,1,1,0,112500.0,3,2,2,3,0,0,0,2.0,1.0,58,-1001
36388,1,1,1,0,112500.0,3,2,3,3,0,0,0,2.0,1.0,58,-1001
36389,0,1,1,0,112500.0,3,2,2,3,0,0,0,2.0,1.0,58,-1001
36392,1,1,0,0,72000.0,1,2,2,2,0,1,0,2.0,1.0,49,2
36396,1,0,0,0,135000.0,1,4,2,2,0,1,0,2.0,1.0,44,1
36397,0,1,0,0,270000.0,2,2,3,3,0,0,0,1.0,1.0,49,4
36398,0,0,1,1,135000.0,2,2,3,2,0,1,0,3.0,1.0,35,4
36408,1,1,1,0,162000.0,3,2,2,2,0,0,0,2.0,1.0,58,-1001
36410,1,1,0,0,135000.0,4,1,3,3,0,0,0,1.0,1.0,29,5
36411,1,1,0,0,135000.0,4,1,3,3,0,0,0,1.0,1.0,29,5
36413,1,1,0,1,585000.0,2,1,3,2,0,0,0,2.0,1.0,28,2
36414,1,1,0,1,585000.0,2,1,3,2,0,0,0,2.0,1.0,28,2
36419,0,0,0,2,450000.0,2,1,2,2,1,1,0,4.0,1.0,48,11
36420,1,1,1,0,67500.0,2,1,4,2,0,1,0,1.0,1.0,51,1
36426,0,1,1,1,216000.0,1,2,2,3,0,0,1,3.0,1.0,35,6
36432,1,1,0,0,306000.0,3,1,2,2,0,0,0,2.0,1.0,59,-1001
36434,1,1,0,0,90000.0,3,2,2,2,0,0,0,2.0,1.0,60,-1001
36437,1,1,0,0,135000.0,1,2,5,2,0,1,0,1.0,1.0,39,2
36442,0,0,1,0,108000.0,1,2,2,6,0,0,0,2.0,1.0,47,2
36449,0,0,1,1,450000.0,1,1,2,2,0,1,1,3.0,1.0,26,1
36452,0,0,0,0,315000.0,1,2,2,2,0,0,0,2.0,1.0,47,6
36453,1,1,0,0,157500.0,2,1,2,2,0,1,1,2.0,1.0,33,3
36454,1,1,0,0,157500.0,3,1,2,2,0,1,1,2.0,1.0,33,3
