,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,APPROVAL_STATUS,AGE,EMPLOYEE_FROM_YEARS
11209,5046541,0,0,0,1,373500.0,State servant,Higher education,Married,Office apartment,0,0,0,3.0,0.0,35,3
11210,5046542,0,0,0,1,373500.0,State servant,Higher education,Married,Office apartment,0,0,0,3.0,0.0,35,3
11211,5046543,1,1,0,1,148500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,41,2
11212,5046544,1,1,0,1,148500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,41,2
11213,5046545,1,1,0,1,148500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,41,2
11214,5046546,1,1,0,1,148500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,41,2
11215,5046547,1,1,0,1,148500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,41,2
11216,5046548,1,1,0,1,148500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,41,2
11217,5046549,1,1,0,1,148500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,41,2
11218,5046550,1,1,0,0,90000.0,Working,Higher education,Separated,House ,1,1,0,1.0,0.0,49,1
11219,5046551,1,1,0,0,90000.0,Working,Higher education,Separated,House ,1,1,0,1.0,0.0,49,1
11220,5046552,1,1,0,0,90000.0,Working,Higher education,Separated,House ,1,1,0,1.0,0.0,49,1
11221,5046553,1,1,0,0,90000.0,Working,Higher education,Separated,House ,1,1,0,1.0,0.0,49,1
11222,5046555,0,0,0,0,360000.0,Working,Higher education,Married,House ,0,0,0,2.0,0.0,47,13
11223,5046556,0,0,0,0,360000.0,Working,Higher education,Married,House ,0,0,0,2.0,0.0,47,13
11224,5046557,1,0,0,0,256500.0,Commercial associate,Higher education,Civil marriage,House ,0,1,0,2.0,0.0,38,7
11225,5046558,1,0,0,0,256500.0,Commercial associate,Higher education,Civil marriage,House ,0,1,0,2.0,0.0,38,7
11226,5046559,1,0,0,0,256500.0,Commercial associate,Higher education,Civil marriage,House ,0,1,0,2.0,0.0,38,7
11227,5046560,1,0,0,0,256500.0,Commercial associate,Higher education,Civil marriage,House ,0,1,0,2.0,0.0,38,7
11228,5046561,0,0,0,0,135000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,58,-1001
11229,5046562,0,0,0,0,135000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,58,-1001
11230,5046564,0,1,1,1,337500.0,Commercial associate,Higher education,Married,House ,0,0,1,3.0,0.0,48,6
11231,5046566,0,1,1,1,337500.0,Commercial associate,Higher education,Married,House ,0,0,1,3.0,0.0,48,6
11232,5047636,1,1,0,3,202500.0,State servant,Higher education,Married,House ,0,1,0,5.0,0.0,35,3
11233,5047637,1,1,0,3,202500.0,State servant,Higher education,Married,House ,0,1,0,5.0,0.0,35,3
11234,5047638,1,1,0,3,202500.0,State servant,Higher education,Married,House ,0,1,0,5.0,0.0,35,3
11235,5047640,1,1,0,3,202500.0,State servant,Higher education,Married,House ,0,1,0,5.0,0.0,35,3
11236,5047641,1,1,0,3,202500.0,State servant,Higher education,Married,House ,0,1,0,5.0,0.0,35,3
11237,5047647,1,1,0,1,247500.0,Commercial associate,Higher education,Married,House ,0,1,0,3.0,0.0,30,1
11238,5047648,1,1,0,1,247500.0,Commercial associate,Higher education,Married,House ,0,1,0,3.0,0.0,30,1
11239,5047650,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11240,5047651,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11241,5047652,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11242,5047653,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11243,5047654,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11244,5047655,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11245,5047658,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11246,5047659,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11247,5047660,1,0,1,1,162000.0,Working,Secondary ,Separated,House ,0,0,0,2.0,0.0,40,12
11248,5047665,1,1,0,1,67500.0,Commercial associate,Secondary ,Married,House ,0,0,0,3.0,0.0,51,11
11249,5047667,1,1,1,0,90000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,23,1
11250,5047668,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11251,5047669,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11252,5047670,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11253,5047671,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11254,5047672,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11255,5047673,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11256,5047674,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11257,5047675,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11258,5047676,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11259,5047677,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11260,5047678,1,1,1,1,180000.0,State servant,Higher education,Married,House ,1,1,1,3.0,0.0,38,6
11261,5047679,0,0,0,0,135000.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,24,1
11262,5047680,0,0,0,0,135000.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,24,1
11263,5047681,0,0,0,0,135000.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,24,1
11264,5047682,0,0,0,0,135000.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,24,1
11265,5047683,0,0,0,0,135000.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,24,1
11266,5047684,0,0,0,0,135000.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,24,1
11267,5047688,1,1,0,0,99000.0,Commercial associate,Secondary ,Married,House ,1,1,0,2.0,0.0,52,13
11268,5047689,1,1,0,0,99000.0,Commercial associate,Secondary ,Married,House ,1,1,0,2.0,0.0,52,13
11269,5047690,1,1,0,3,103500.0,Working,Secondary ,Married,House ,0,0,0,5.0,0.0,42,8
11270,5047691,1,1,0,3,103500.0,Working,Secondary ,Married,House ,0,0,0,5.0,0.0,42,8
11271,5047692,0,0,0,0,157500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,59,12
11272,5047693,0,0,0,0,157500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,59,12
11273,5047694,1,1,1,0,202500.0,Commercial associate,Higher education,Civil marriage,House ,0,1,0,2.0,0.0,25,0
11274,5047695,1,1,1,0,202500.0,Commercial associate,Higher education,Civil marriage,House ,0,1,0,2.0,0.0,25,0
11275,5047696,1,1,1,0,202500.0,Commercial associate,Higher education,Civil marriage,House ,0,1,0,2.0,0.0,25,0
11276,5047699,1,0,0,0,112500.0,Working,Higher education,Single ,House ,0,0,1,1.0,0.0,32,2
11277,5047700,1,0,0,0,112500.0,Working,Higher education,Single ,House ,0,0,1,1.0,0.0,32,2
11278,5047703,0,1,0,0,135000.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,37,13
11279,5047704,1,1,0,2,157500.0,Working,Secondary ,Single ,House ,0,0,0,3.0,0.0,40,4
11280,5047706,1,1,0,2,157500.0,Working,Secondary ,Single ,House ,0,0,0,3.0,0.0,40,4
11281,5047707,1,1,0,2,157500.0,Working,Secondary ,Single ,House ,0,0,0,3.0,0.0,40,4
11282,5047708,1,1,0,0,76500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,48,9
11283,5047709,1,1,0,0,76500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,48,9
11284,5047710,1,1,0,0,76500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,48,9
11285,5047716,1,1,0,0,76500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,48,9
11286,5047723,1,1,1,0,85500.0,Working,Higher education,Married,House ,0,0,0,2.0,0.0,39,3
11287,5047726,1,1,0,0,157500.0,Working,Higher education,Separated,House ,0,0,0,1.0,0.0,48,10
11288,5047727,1,1,0,0,157500.0,Working,Higher education,Separated,House ,0,0,0,1.0,0.0,48,10
11289,5047728,1,1,0,0,157500.0,Working,Higher education,Separated,House ,0,0,0,1.0,0.0,48,10
11290,5047729,1,1,0,1,112500.0,State servant,Incomplete higher,Married,House ,0,0,0,3.0,0.0,39,12
11291,5047730,1,1,0,1,112500.0,State servant,Incomplete higher,Married,House ,0,0,0,3.0,0.0,39,12
11292,5047731,1,1,0,0,202500.0,Pensioner,Secondary ,Widow,House ,0,0,0,1.0,0.0,59,-1001
11293,5047732,1,1,0,0,202500.0,Pensioner,Secondary ,Widow,House ,0,0,0,1.0,0.0,59,-1001
11294,5047733,1,1,0,0,202500.0,Pensioner,Secondary ,Widow,House ,0,0,0,1.0,0.0,59,-1001
11295,5047734,1,1,0,0,202500.0,Pensioner,Secondary ,Widow,House ,0,0,0,1.0,0.0,59,-1001
11296,5047735,1,1,0,0,202500.0,Pensioner,Secondary ,Widow,House ,0,0,0,1.0,0.0,59,-1001
11297,5047736,1,1,0,0,202500.0,Pensioner,Secondary ,Widow,House ,0,0,0,1.0,0.0,59,-1001
11298,5047737,0,0,0,0,135000.0,Commercial associate,Secondary ,Single ,House ,0,0,1,1.0,0.0,23,1
11299,5047738,0,0,0,0,135000.0,Commercial associate,Secondary ,Single ,House ,0,0,1,1.0,0.0,23,1
11300,5047745,1,1,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,27,4
11301,5047746,1,1,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,27,4
11302,5047747,1,1,0,2,157500.0,Commercial associate,Secondary ,Married,House ,0,0,0,4.0,0.0,27,4
11303,5047759,0,1,0,2,135000.0,Commercial associate,Higher education,Married,House ,0,0,0,4.0,0.0,35,1
11304,5047760,0,1,0,2,135000.0,Commercial associate,Higher education,Married,House ,0,0,0,4.0,0.0,35,1
11305,5047761,1,1,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,43,0
11306,5047762,1,1,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,43,0
11307,5047763,1,1,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,43,0
11308,5047764,1,1,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,43,0
11309,5047766,1,1,0,0,81000.0,Pensioner,Secondary ,Married,House ,0,1,0,2.0,0.0,55,-1001
11310,5047768,0,1,0,0,157500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,64,-1001
11311,5047769,0,1,0,0,157500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,64,-1001
11312,5047770,0,1,0,0,157500.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,64,-1001
11313,5047771,1,1,0,0,157500.0,Working,Secondary ,Single ,House ,0,0,0,1.0,0.0,39,0
11314,5047775,1,1,0,0,225000.0,Commercial associate,Secondary ,Separated,House ,0,1,0,1.0,0.0,54,10
11315,5047777,1,0,1,0,135000.0,Pensioner,Secondary ,Married,House ,0,0,0,2.0,0.0,55,-1001
11316,5047778,1,1,0,1,157500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,40,0
11317,5047779,1,1,0,1,157500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,40,0
11318,5047780,1,1,0,1,157500.0,Working,Secondary ,Married,House ,0,0,0,3.0,0.0,40,0
11319,5047784,1,0,0,0,225000.0,Commercial associate,Higher education,Civil marriage,House ,1,1,0,2.0,0.0,32,0
11320,5047787,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11321,5047788,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11322,5047789,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11323,5047790,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11324,5047791,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11325,5047792,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11326,5047794,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11327,5047795,1,0,0,0,225000.0,Commercial associate,Higher education,Married,House ,0,0,0,2.0,0.0,28,2
11328,5047796,1,1,0,1,112500.0,Student,Secondary ,Civil marriage,House ,0,0,0,3.0,0.0,33,2
11329,5047798,1,1,0,1,112500.0,Student,Secondary ,Civil marriage,House ,0,0,0,3.0,0.0,33,2
11330,5047801,1,1,0,1,90000.0,Working,Secondary ,Married,House ,0,1,0,3.0,0.0,38,1
11331,5047802,1,1,0,1,90000.0,Working,Secondary ,Married,House ,0,1,0,3.0,0.0,38,1
11332,5047803,0,1,0,0,135000.0,Working,Secondary ,Single ,House ,0,0,0,1.0,0.0,46,1
11333,5047804,0,1,0,0,135000.0,Working,Secondary ,Single ,House ,0,0,0,1.0,0.0,46,1
11334,5047805,0,1,0,0,135000.0,Working,Secondary ,Single ,House ,0,0,0,1.0,0.0,46,1
11335,5047807,1,0,1,0,103500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,39,7
11336,5047808,1,0,1,0,103500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,39,7
11337,5047809,1,0,1,0,103500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,39,7
11338,5047810,1,0,1,0,103500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,39,7
11339,5047811,1,0,1,0,103500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,39,7
11340,5047812,1,0,1,0,103500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,39,7
11341,5047813,1,0,1,0,103500.0,Working,Higher education,Married,House ,1,1,0,2.0,0.0,39,7
11342,5047814,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11343,5047815,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11344,5047816,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11345,5047817,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11346,5047818,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11347,5047819,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11348,5047820,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11349,5047821,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11350,5047822,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11351,5047823,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11352,5047824,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11353,5047825,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11354,5047826,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11355,5047827,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11356,5047828,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11357,5047829,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11358,5047830,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11359,5047831,1,0,1,0,135000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,28,0
11360,5047835,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11361,5047836,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11362,5047840,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11363,5047844,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11364,5047847,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11365,5047848,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11366,5047849,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11367,5047850,0,0,0,0,315000.0,Commercial associate,Secondary ,Married,House ,0,0,0,2.0,0.0,59,2
11368,5047853,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11369,5047854,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11370,5047855,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11371,5047856,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11372,5047857,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11373,5047858,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11374,5047859,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11375,5047860,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11376,5047861,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11377,5047862,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11378,5047863,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11379,5047864,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11380,5047865,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11381,5047866,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11382,5047867,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11383,5047868,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11384,5047869,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11385,5047870,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11386,5047871,0,0,0,1,292500.0,Commercial associate,Higher education,Married,House ,0,0,0,3.0,0.0,34,9
11387,5047876,1,1,0,2,405000.0,State servant,Secondary ,Married,House ,0,1,0,4.0,0.0,50,11
11388,5047877,1,1,0,2,405000.0,State servant,Secondary ,Married,House ,0,1,0,4.0,0.0,50,11
11389,5047878,1,1,0,2,405000.0,State servant,Secondary ,Married,House ,0,1,0,4.0,0.0,50,11
11390,5047879,1,1,0,2,405000.0,State servant,Secondary ,Married,House ,0,1,0,4.0,0.0,50,11
11391,5047880,1,1,0,2,405000.0,State servant,Secondary ,Married,House ,0,1,0,4.0,0.0,50,11
11392,5047881,1,1,0,2,405000.0,State servant,Secondary ,Married,House ,0,1,0,4.0,0.0,50,11
11393,5047884,1,0,0,1,76500.0,Working,Secondary ,Civil marriage,House ,0,0,0,3.0,0.0,39,7
11394,5047887,0,0,0,2,225000.0,Working,Secondary ,Married,House ,0,0,0,4.0,0.0,37,10
11395,5047892,0,1,1,0,135000.0,Commercial associate,Secondary ,Separated,House ,0,0,0,1.0,0.0,51,4
11396,5047898,1,1,0,0,202500.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,50,2
11397,5047899,1,1,0,0,202500.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,50,2
11398,5047900,1,1,0,0,202500.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,50,2
11399,5047901,1,1,0,0,202500.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,50,2
11400,5047904,1,1,0,0,202500.0,Working,Secondary ,Married,House ,0,1,0,2.0,0.0,50,2
11401,5047905,1,1,0,2,202500.0,Working,Secondary ,Married,Municipal apartment,0,0,0,4.0,0.0,31,12
11402,5047906,1,1,0,2,202500.0,Working,Secondary ,Married,Municipal apartment,0,0,0,4.0,0.0,31,12
11403,5047907,1,1,0,2,202500.0,Working,Secondary ,Married,Municipal apartment,0,0,0,4.0,0.0,31,12
11404,5047908,1,1,0,2,202500.0,Working,Secondary ,Married,Municipal apartment,0,0,0,4.0,0.0,31,12
11405,5047912,1,1,0,0,135000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,54,6
11406,5047913,1,1,0,0,135000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,54,6
11407,5047914,1,1,0,0,135000.0,Working,Secondary ,Married,House ,0,0,0,2.0,0.0,54,6
11408,5047915,1,1,0,2,180000.0,Working,Secondary ,Married,House ,0,1,0,4.0,0.0,35,0
11409,5047918,1,1,0,2,180000.0,Working,Secondary ,Married,House ,0,1,0,4.0,0.0,35,0
11410,5047920,1,1,0,2,180000.0,Working,Secondary ,Married,House ,0,1,0,4.0,0.0,35,0
11411,5047923,0,0,0,0,202500.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,48,5
11412,5047924,0,0,0,0,202500.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,48,5
11413,5047926,0,0,0,0,202500.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,48,5
11414,5047927,0,0,0,0,202500.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,48,5
11415,5047928,0,0,0,0,202500.0,Commercial associate,Secondary ,Married,House ,0,1,0,2.0,0.0,48,5
11416,5047929,0,0,1,0,292500.0,Working,Secondary ,Single ,House ,0,1,0,1.0,0.0,38,4
11417,5047930,0,0,1,0,292500.0,Working,Secondary ,Single ,House ,0,1,0,1.0,0.0,38,4
11418,5047931,0,0,1,0,292500.0,Working,Secondary ,Single ,House ,0,1,0,1.0,0.0,38,4
11419,5047932,0,0,1,0,292500.0,Working,Secondary ,Single ,House ,0,1,0,1.0,0.0,38,4
11420,5047933,0,0,0,1,270000.0,Commercial associate,Incomplete higher,Married,House ,0,0,0,3.0,0.0,45,7
11421,5047934,0,0,0,1,270000.0,Commercial associate,Incomplete higher,Married,House ,0,0,0,3.0,0.0,45,7
11422,5047935,0,0,0,1,270000.0,Commercial associate,Incomplete higher,Married,House ,0,0,0,3.0,0.0,45,7
11423,5047948,1,0,0,1,90000.0,State servant,Secondary ,Married,House ,1,0,0,3.0,0.0,37,0
11424,5047949,1,0,0,1,90000.0,State servant,Secondary ,Married,House ,1,0,0,3.0,0.0,37,0
11425,5047953,0,1,1,0,146250.0,Working,Secondary ,Single ,Rented apartment,0,0,0,1.0,0.0,25,1
11426,5047954,0,1,1,0,146250.0,Working,Secondary ,Single ,Rented apartment,0,0,0,1.0,0.0,25,1
11427,5047955,0,1,0,0,144000.0,Working,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,46,5
11428,5047956,0,1,0,0,144000.0,Working,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,46,5
11429,5047957,0,1,0,0,144000.0,Working,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,46,5
11430,5047958,0,1,0,0,144000.0,Working,Secondary ,Civil marriage,House ,0,0,0,2.0,0.0,46,5
11431,5047962,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11432,5047963,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11433,5047964,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11434,5047965,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11435,5047966,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11436,5047968,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11437,5047969,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11438,5047970,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11439,5047971,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11440,5047972,1,0,0,0,112500.0,Working,Secondary ,Married,House ,1,1,0,2.0,0.0,33,1
11441,5047973,0,0,0,1,157500.0,Working,Higher education,Married,House ,0,0,0,3.0,0.0,26,8
11442,5047974,0,0,0,1,157500.0,Working,Higher education,Married,House ,0,0,0,3.0,0.0,26,8
11443,5047975,1,1,1,0,180000.0,Working,Secondary ,Widow,Municipal apartment,0,0,0,1.0,0.0,58,1
11444,5047980,1,1,1,0,180000.0,Working,Secondary ,Widow,Municipal apartment,0,0,0,1.0,0.0,58,1
11445,5047981,1,1,1,0,180000.0,Working,Secondary ,Widow,Municipal apartment,0,0,0,1.0,0.0,58,1
11446,5047986,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11447,5047987,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11448,5047988,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11449,5047989,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11450,5047990,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11451,5047992,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11452,5047993,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11453,5047994,1,1,0,0,180000.0,State servant,Secondary ,Married,House ,0,0,0,2.0,0.0,54,10
11454,5047995,1,1,0,0,112500.0,Working,Secondary ,Widow,House ,0,0,0,1.0,0.0,53,1
11455,5047996,1,1,0,0,112500.0,Working,Secondary ,Widow,House ,0,0,0,1.0,0.0,53,1
11456,5047997,1,1,0,0,112500.0,Working,Secondary ,Widow,House ,0,0,0,1.0,0.0,53,1
11457,5047999,1,1,0,0,112500.0,Working,Secondary ,Widow,House ,0,0,0,1.0,0.0,53,1
